State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Banaskanth,Dhanera,"Cowpea (Lobia/Karamani)",Other,FAQ,01/05/2024,5750,5750,5750
Gujarat,Banaskanth,Dhanera,Mataki,Other,FAQ,01/05/2024,4250,4250,4250
Gujarat,Banaskanth,Dhanera,Taramira,Other,FAQ,01/05/2024,4400,4460,4425
Gujarat,Banaskanth,Palanpur,Rajgir,Other,FAQ,01/05/2024,6225,6880,6552
Gujarat,Banaskanth,Palanpur,Wheat,Other,FAQ,01/05/2024,2300,3060,2680
Gujarat,Banaskanth,Panthawada,"Guar Seed(Cluster Beans Seed)",Other,FAQ,01/05/2024,5125,5125,5125
Gujarat,Banaskanth,Panthawada,Taramira,Other,FAQ,01/05/2024,4100,4300,4200
Gujarat,Banaskanth,Thara,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2000,2400,2200
Gujarat,Banaskanth,Thara(Shihori),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2005,2150,2077.5
Gujarat,Banaskanth,Thara(Shihori),"Castor Seed",Caster,FAQ,01/05/2024,5350,5475,5412.5
Gujarat,Banaskanth,Thara(Shihori),"Cummin Seed(Jeera)",Bold,FAQ,01/05/2024,19500,20850,20175
Gujarat,Banaskanth,Thara(Shihori),Mustard,"Big 100 Kg",FAQ,01/05/2024,4700,4850,4775
Gujarat,Banaskanth,Thara(Shihori),"Suva (Dill Seed)",Other,FAQ,01/05/2024,4950,6150,5550
Gujarat,Banaskanth,Thara(Shihori),Wheat,Other,FAQ,01/05/2024,2900,3250,3075
Gujarat,Banaskanth,Tharad,"Isabgul (Psyllium)",Other,FAQ,01/05/2024,11500,13535,12520
Gujarat,Banaskanth,Tharad(Rah),Soanf,Other,FAQ,01/05/2024,5075,6500,6125
Gujarat,Bharuch,Bharuch,"Bottle gourd",Other,FAQ,01/05/2024,600,900,750
Gujarat,Bharuch,Bharuch,Chikoos(Sapota),Other,Medium,01/05/2024,1500,2500,2000
Gujarat,Bharuch,Bharuch,Tomato,Other,FAQ,01/05/2024,1200,1800,1500
Gujarat,Bhavnagar,"Mahuva(Station Road)",Wheat,Kalyan,FAQ,01/05/2024,2225,3375,2800
Gujarat,Bhavnagar,Taleja,Groundnut,G20,FAQ,01/05/2024,5000,6000,5500
Gujarat,Bhavnagar,Taleja,Jowar(Sorghum),Local,FAQ,01/05/2024,2605,2725,2665
Gujarat,Dahod,Dahod,"Castor Seed","Castor seed",FAQ,01/05/2024,5300,5400,5350
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,FAQ,01/05/2024,4525,4575,4550
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,01/05/2024,2600,2800,2700
Gujarat,Dahod,"Dahod(Veg. Market)",Carrot,Carrot,FAQ,01/05/2024,2000,3000,2500
Gujarat,Dahod,"Dahod(Veg. Market)",Drumstick,Other,FAQ,01/05/2024,1000,2500,2000
Gujarat,Dahod,"Dahod(Veg. Market)",Potato,Potato,FAQ,01/05/2024,1800,2200,2000
Gujarat,"Devbhumi Dwarka",Bhanvad,Wheat,Lokwan,FAQ,01/05/2024,2000,2200,2100
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),Other,FAQ,01/05/2024,2025,2400,2212
Gujarat,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,01/05/2024,2325,2400,2362
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol)",Spinach,Spinach,FAQ,01/05/2024,1250,1600,1500
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol)",Tomato,Other,FAQ,01/05/2024,1100,1750,1500
Gujarat,Gandhinagar,Mansa,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,2000,2420,2250
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,3000,4000,3500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cauliflower,Other,FAQ,01/05/2024,2000,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Green Chilli",Other,FAQ,01/05/2024,2000,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Guar,Other,FAQ,01/05/2024,2000,2500,2500
Gujarat,"Gir Somnath",Talalagir,Tomato,Other,FAQ,01/05/2024,3000,5000,4000
Gujarat,"Gir Somnath",Veraval,Soyabean,Other,FAQ,01/05/2024,3950,4205,4100
Gujarat,Jamnagar,Dhrol,"Castor Seed",Other,FAQ,01/05/2024,4750,5175,4965
Gujarat,Jamnagar,Dhrol,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,01/05/2024,10000,11500,10750
Gujarat,Jamnagar,"Jam Jodhpur",Groundnut,G20,FAQ,01/05/2024,4750,6230,5680
Gujarat,Jamnagar,"Jam Jodhpur",Groundnut,M-37,FAQ,01/05/2024,4500,6280,5705
Gujarat,Jamnagar,"Jam Jodhpur","Methi Seeds",Medium,FAQ,01/05/2024,4750,5250,5000
Gujarat,Jamnagar,"Jam Jodhpur",Wheat,Other,FAQ,01/05/2024,2050,2495,2375
Gujarat,Jamnagar,Jamnagar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,1825,2525,2510
Gujarat,Jamnagar,Jamnagar,Onion,Other,FAQ,01/05/2024,375,1200,788
Gujarat,Jamnagar,Jamnagar,Wheat,Other,FAQ,01/05/2024,1975,2750,2363
Gujarat,Junagarh,Bhesan,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,01/05/2024,6500,10505,9525
Gujarat,Junagarh,Bhesan,Wheat,Other,FAQ,01/05/2024,2000,2675,2500
Gujarat,Junagarh,Junagadh,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,01/05/2024,6255,9950,8500
Gujarat,Junagarh,Junagadh,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,01/05/2024,14005,14500,14500
Gujarat,Junagarh,Junagadh,Wheat,Sharbati,FAQ,01/05/2024,2400,2550,2425
Gujarat,Junagarh,Mangrol,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,01/05/2024,2000,2250,2200
Gujarat,Junagarh,Visavadar,"Groundnut (Split)",Groundnut(Split),FAQ,01/05/2024,7000,7580,7290
Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,01/05/2024,14000,15280,14640
Gujarat,Kheda,Kapadvanj,"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,1500,2500,1700
Gujarat,Kheda,Kapadvanj,Brinjal,Other,FAQ,01/05/2024,400,600,500
Gujarat,Kheda,Kapadvanj,Wheat,Other,FAQ,01/05/2024,2200,2350,2250
Gujarat,Kheda,Nadiyad(Piplag),"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1400,1800,1600
Gujarat,Kheda,Nadiyad(Piplag),"Peas cod","Peas cod",FAQ,01/05/2024,4000,5000,4500
Gujarat,Kheda,Nadiyad(Piplag),Tinda,Tinda,FAQ,01/05/2024,1500,2100,1800
Gujarat,Mehsana,Kadi,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,01/05/2024,5280,5475,5400
Gujarat,Mehsana,Kadi,Wheat,Deshi,FAQ,01/05/2024,2150,2985,2650
Gujarat,Mehsana,Mehsana,Wheat,Local,FAQ,01/05/2024,2285,2815,2550
Gujarat,Mehsana,Mehsana(Jornang),Mustard,Mustard,FAQ,01/05/2024,4505,4555,4525
Gujarat,Mehsana,"Mehsana(Mehsana Veg)","Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,1500,4000,2750
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Lemon,Lemon,FAQ,01/05/2024,4000,12000,9000
Gujarat,Mehsana,Unava,"Castor Seed","Castor seed",FAQ,01/05/2024,5150,5535,5450
Gujarat,Mehsana,Unjha,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,01/05/2024,18500,32000,22850
Gujarat,Mehsana,Vijapur,Wheat,Other,FAQ,01/05/2024,2350,2755,2500
Gujarat,Mehsana,Vijapur(Gojjariya),"Castor Seed",Other,FAQ,01/05/2024,5350,5490,5455
Gujarat,Mehsana,Vijapur(Kukarvada),Wheat,Other,FAQ,01/05/2024,2200,2725,2415
Gujarat,Mehsana,Vijapur(veg),Cabbage,Other,FAQ,01/05/2024,700,800,750
Gujarat,Mehsana,Vijapur(veg),Cauliflower,Other,FAQ,01/05/2024,500,2055,1250
Gujarat,Mehsana,Visnagar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,1895,2350,2122
Gujarat,Mehsana,Visnagar,Cotton,Other,FAQ,01/05/2024,6000,7615,6807
Gujarat,Morbi,Halvad,Mustard,Mustard,FAQ,01/05/2024,4500,4890,4700
Gujarat,Morbi,Halvad,Soanf,Other,FAQ,01/05/2024,4750,7250,5900
Gujarat,Morbi,Halvad,Wheat,Other,FAQ,01/05/2024,2125,2790,2650
Gujarat,Morbi,Morbi,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,1830,2220,2025
Gujarat,Morbi,Morbi,Brinjal,Brinjal,FAQ,01/05/2024,500,1000,750
Gujarat,Morbi,Morbi,Cotton,Local,FAQ,01/05/2024,5400,7440,6420
Gujarat,Morbi,Morbi,Tomato,Tomato,FAQ,01/05/2024,800,1500,1150
Gujarat,Morbi,Morbi,Wheat,Local,FAQ,01/05/2024,2265,2835,2550
Gujarat,Morbi,"Vankaner(Sub yard)","Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,4000,5000,4500
Gujarat,Morbi,"Vankaner(Sub yard)",Capsicum,Other,FAQ,01/05/2024,5000,6000,5500
Gujarat,Morbi,"Vankaner(Sub yard)",Cauliflower,Other,FAQ,01/05/2024,2000,3000,2500
Gujarat,Morbi,"Vankaner(Sub yard)",Guar,Other,FAQ,01/05/2024,4000,5500,5000
Gujarat,Narmada,Rajpipla,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,01/05/2024,9550,11234,10856
Gujarat,Navsari,Bilimora,"Bottle gourd",Other,FAQ,01/05/2024,1500,2000,1800
Gujarat,Navsari,Bilimora,Cabbage,Other,FAQ,01/05/2024,1000,1500,1200
Gujarat,Navsari,Bilimora,"Green Chilli",Other,FAQ,01/05/2024,3500,5000,4200
Gujarat,Navsari,Bilimora,Onion,Nasik,FAQ,01/05/2024,800,1600,1200
Gujarat,Navsari,Bilimora,Tomato,Other,FAQ,01/05/2024,500,1200,800
Gujarat,Navsari,Navsari,"Cluster beans","Cluster Beans",FAQ,01/05/2024,2000,3000,2500
Gujarat,Navsari,Navsari,Lemon,Lemon,FAQ,01/05/2024,9000,10000,9500
Gujarat,Panchmahals,Gogamba,Maize,"Deshi White",FAQ,01/05/2024,2550,3000,2800
Gujarat,Porbandar,Porbandar,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,01/05/2024,17500,21500,19500
Gujarat,Porbandar,Porbandar,Mango,Badami,Large,01/05/2024,7000,12000,9500
Gujarat,Porbandar,Porbandar,Wheat,Other,FAQ,01/05/2024,2200,2470,2335
Gujarat,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,01/05/2024,2205,2530,2445
Gujarat,Rajkot,Gondal,"Dry Chillies","Bold 1",FAQ,01/05/2024,3255,20505,12005
Gujarat,Rajkot,Gondal,"White Peas","White Peas",FAQ,01/05/2024,2505,9305,7955
Gujarat,Rajkot,Jasdan,Garlic,Garlic,FAQ,01/05/2024,9500,9500,9500
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Corriander seed","Full Green",FAQ,01/05/2024,5505,7380,7025
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Wheat,Other,FAQ,01/05/2024,2405,2760,2625
Gujarat,Rajkot,Rajkot,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/05/2024,9650,11960,10300
Gujarat,Rajkot,Rajkot,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,1850,2575,2125
Gujarat,Rajkot,Rajkot,Groundnut,Bold,FAQ,01/05/2024,5700,6625,6075
Gujarat,Rajkot,Rajkot,"Methi Seeds",Methiseeds,FAQ,01/05/2024,4750,6440,5900
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,2100,3150,2750
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Coriander(Leaves),Coriander,FAQ,01/05/2024,1000,2000,1375
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Green Chilli","Green Chilly",FAQ,01/05/2024,1500,2500,2125
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Lemon,Lemon,FAQ,01/05/2024,10000,13500,12000
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,01/05/2024,650,1450,1050
Gujarat,Sabarkantha,Bhiloda,"Castor Seed",Other,FAQ,01/05/2024,5200,5350,5275
Gujarat,Sabarkantha,Bhiloda,Maize,Other,FAQ,01/05/2024,2000,2200,2100
Gujarat,Sabarkantha,Himatnagar,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,01/05/2024,5750,6050,5900
Gujarat,Sabarkantha,Himatnagar,"Castor Seed","Castor seed",FAQ,01/05/2024,5350,5555,5453
Gujarat,Sabarkantha,Himatnagar,"Guar Seed(Cluster Beans Seed)",Other,FAQ,01/05/2024,4000,4750,4375
Gujarat,Sabarkantha,Talod,"Castor Seed",Caster,FAQ,01/05/2024,5385,5480,5432
Gujarat,Surat,Mahuva(Anaval),"Pointed gourd (Parval)",Other,FAQ,01/05/2024,3000,3100,3070
Gujarat,Surat,Mandvi,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,01/05/2024,7000,8000,7500
Gujarat,Surat,Mandvi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,9000,13200,11100
Gujarat,Surat,Nizar,Jowar(Sorghum),Other,FAQ,01/05/2024,2335,2495,2405
Gujarat,Surat,Songadh,Groundnut,JL-24,FAQ,01/05/2024,6875,6940,6900
Gujarat,Surat,Songadh,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,01/05/2024,12255,12255,12255
Gujarat,Surat,Surat,Beetroot,Other,FAQ,01/05/2024,1000,1600,1300
Gujarat,Surat,Surat,"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,1500,4000,2750
Gujarat,Surat,Surat,"Bottle gourd",Other,FAQ,01/05/2024,1000,2500,1750
Gujarat,Surat,Surat,Carrot,Other,FAQ,01/05/2024,1000,2700,1850
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,01/05/2024,4000,7500,5750
Gujarat,Surat,Surat,"Mango (Raw-Ripe)",Other,FAQ,01/05/2024,2500,9800,6150
Gujarat,Surat,Surat,"Pointed gourd (Parval)",Other,FAQ,01/05/2024,3000,5300,4150
Gujarat,Surat,Surat,Potato,Other,FAQ,01/05/2024,1100,2650,1875
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,01/05/2024,700,1300,1000
Gujarat,Surat,Surat,"Sweet Potato",Other,FAQ,01/05/2024,2000,3300,2650
Gujarat,Surat,Surat,"Turmeric (raw)",Other,FAQ,01/05/2024,4500,20000,12250
Gujarat,Surat,Vyra,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,01/05/2024,5500,6200,5850
Gujarat,Surendranagar,"Dasada Patadi","Castor Seed","Castor seed",FAQ,01/05/2024,5300,5325,5312.5
Gujarat,Surendranagar,"Dasada Patadi","Guar Seed(Cluster Beans Seed)",Whole,FAQ,01/05/2024,4250,4500,4400
Gujarat,Surendranagar,"Dasada Patadi","Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,01/05/2024,5250,5855,5550
Gujarat,Surendranagar,"Dasada Patadi","Suva (Dill Seed)","Suva (Dill Seed)",FAQ,01/05/2024,5755,7355,6125
Gujarat,Surendranagar,Dhragradhra,"Castor Seed",Caster,FAQ,01/05/2024,5325,5380,5370
Gujarat,Surendranagar,Dhragradhra,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,10250,10250,10250
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,500,1000,750
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,01/05/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),Coriander,FAQ,01/05/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,"Green Chilli","Green Chilly",FAQ,01/05/2024,2000,3000,2500
Gujarat,Surendranagar,Vadhvan,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,01/05/2024,3000,3500,3250
Gujarat,Surendranagar,Vadhvan,Onion,Onion,FAQ,01/05/2024,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Potato,Potato,FAQ,01/05/2024,2000,2500,2250
Gujarat,Vadodara(Baroda),Bodeli,Maize,"Deshi Red",FAQ,01/05/2024,2100,2300,2250
Gujarat,Vadodara(Baroda),Padra,"Bitter gourd",Other,FAQ,01/05/2024,2500,3000,2750
Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,FAQ,01/05/2024,1000,1500,1250
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,01/05/2024,750,1000,900
Gujarat,Vadodara(Baroda),Padra,Onion,Other,FAQ,01/05/2024,1000,1800,1400
Gujarat,Vadodara(Baroda),Padra,"Pegeon Pea (Arhar Fali)",Other,FAQ,01/05/2024,7500,10000,9000
Gujarat,Vadodara(Baroda),Padra,Spinach,Other,FAQ,01/05/2024,600,900,750
Gujarat,Valsad,Valsad,Mango,Keshar,Medium,01/05/2024,7500,10000,8000
Haryana,Ambala,"Ambala Cantt.","Bottle gourd","Bottle Gourd",FAQ,01/05/2024,300,500,400
Haryana,Ambala,"Ambala City","Dry Fodder","Dry Fodder",FAQ,01/05/2024,410,460,430
Haryana,Ambala,Barara,"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,5000,6000,5000
Haryana,Ambala,Barara,"Bottle gourd",Other,FAQ,01/05/2024,900,1000,900
Haryana,Ambala,Barara,Cabbage,Other,FAQ,01/05/2024,1000,1200,1000
Haryana,Ambala,Barara,Chikoos(Sapota),Other,Medium,01/05/2024,3200,3400,3200
Haryana,Ambala,Barara,Cucumbar(Kheera),Other,FAQ,01/05/2024,1200,1400,1200
Haryana,Ambala,Barara,Ginger(Green),"Green Ginger",FAQ,01/05/2024,6000,6000,6000
Haryana,Ambala,Barara,"Karbuja(Musk Melon)",Other,Medium,01/05/2024,1400,1800,1400
Haryana,Ambala,Barara,Papaya,Other,Medium,01/05/2024,3000,3500,3000
Haryana,Ambala,Barara,Tinda,Other,FAQ,01/05/2024,4500,4500,4500
Haryana,Ambala,Barara,"Water Melon",Other,Medium,01/05/2024,1200,1400,1200
Haryana,Ambala,Barara,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Haryana,Ambala,Naraingarh,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,300,600,500
Haryana,Ambala,Naraingarh,Brinjal,Brinjal,FAQ,01/05/2024,1000,1500,1200
Haryana,Ambala,Naraingarh,Capsicum,Capsicum,FAQ,01/05/2024,700,1500,1000
Haryana,Ambala,Naraingarh,"Long Melon(Kakri)",Other,FAQ,01/05/2024,1000,1000,1000
Haryana,Ambala,Naraingarh,Mango,Other,Medium,01/05/2024,3500,5500,4500
Haryana,Ambala,Naraingarh,Tomato,Tomato,FAQ,01/05/2024,600,1500,1200
Haryana,Ambala,Shahzadpur,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1500,1500,1500
Haryana,Ambala,Shahzadpur,"Karbuja(Musk Melon)",Other,Medium,01/05/2024,2000,3000,3000
Haryana,Fatehabad,Ratia,Mango,Other,Large,01/05/2024,5000,6000,5500
Haryana,Fatehabad,Ratia,Potato,Other,FAQ,01/05/2024,1500,1500,1500
Haryana,Gurgaon,Gurgaon,Banana,Other,Large,01/05/2024,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,01/05/2024,1000,1400,1200
Haryana,Hissar,Barwala(Hisar),"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),Cauliflower,Other,FAQ,01/05/2024,1000,1500,1200
Haryana,Hissar,Barwala(Hisar),Grapes,Other,Medium,01/05/2024,4000,5000,4500
Haryana,Hissar,Barwala(Hisar),Lemon,Other,FAQ,01/05/2024,7000,8000,7500
Haryana,Hissar,Barwala(Hisar),Mango,Other,Medium,01/05/2024,5000,6000,5500
Haryana,Hissar,Barwala(Hisar),"Round gourd",Other,FAQ,01/05/2024,600,700,700
Haryana,Hissar,Barwala(Hisar),Tinda,Other,FAQ,01/05/2024,3000,3500,3200
Haryana,Hissar,Hansi,Apple,Other,Medium,01/05/2024,4000,8000,6000
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,01/05/2024,1200,1500,1400
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,FAQ,01/05/2024,600,1000,800
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,01/05/2024,6000,6000,6000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,01/05/2024,2500,3000,2800
Haryana,Hissar,Hissar,Cucumbar(Kheera),Other,FAQ,01/05/2024,700,1000,1000
Haryana,Hissar,Hissar,Mango,Other,Medium,01/05/2024,4000,6000,5200
Haryana,Hissar,Hissar,Onion,Other,FAQ,01/05/2024,1000,2000,1700
Haryana,Hissar,Hissar,"Water Melon",Other,Medium,01/05/2024,700,900,900
Haryana,Hissar,Uklana,"Long Melon(Kakri)",Other,FAQ,01/05/2024,1000,1000,1000
Haryana,Hissar,Uklana,Potato,Potato,FAQ,01/05/2024,1400,1500,1500
Haryana,Jhajar,Jhajjar,Onion,Other,FAQ,01/05/2024,1400,1600,1500
Haryana,Jind,Narwana,Banana,Other,Medium,01/05/2024,1600,1600,1600
Haryana,Jind,Narwana,Cauliflower,Cauliflower,FAQ,01/05/2024,1500,1500,1500
Haryana,Jind,Narwana,Mango,Other,Medium,01/05/2024,5000,5000,5000
Haryana,Jind,Narwana,Onion,Other,FAQ,01/05/2024,1000,1400,1200
Haryana,Jind,Narwana,Pomegranate,Other,Medium,01/05/2024,10000,10000,10000
Haryana,Jind,Narwana,Tomato,Other,FAQ,01/05/2024,1500,1500,1500
Haryana,Jind,Narwana,"Water Melon",Other,Medium,01/05/2024,800,1000,900
Haryana,Kaithal,Cheeka,Potato,Other,FAQ,01/05/2024,1200,1800,1500
Haryana,Kaithal,Pundri,Tomato,Other,FAQ,01/05/2024,1600,1700,1650
Haryana,Kurukshetra,Babain,Wheat,Local,FAQ,01/05/2024,2275,2280,2275
Haryana,Kurukshetra,Ladwa,Apple,Apple,Medium,01/05/2024,11000,12000,11500
Haryana,Kurukshetra,Ladwa,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,800,1000,900
Haryana,Kurukshetra,Ladwa,Mango,Safeda,Medium,01/05/2024,5000,6000,5500
Haryana,Kurukshetra,Pehowa,Raddish,Other,FAQ,01/05/2024,600,600,600
Haryana,Kurukshetra,Shahabad,Banana,"Banana - Ripe",Medium,01/05/2024,2400,2700,2625
Haryana,Kurukshetra,Shahabad,Pomegranate,Pomogranate,Medium,01/05/2024,5000,6155,5200
Haryana,Kurukshetra,Shahabad,Potato,Potato,FAQ,01/05/2024,1334,1500,1402
Haryana,Kurukshetra,Shahabad,Tinda,Tinda,FAQ,01/05/2024,2500,4000,3500
Haryana,Kurukshetra,Thanesar,"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,2300,3400,2800
Haryana,Kurukshetra,Thanesar,Chikoos(Sapota),Sapota,Medium,01/05/2024,2500,3500,3000
Haryana,Kurukshetra,Thanesar,Coriander(Leaves),Coriander,FAQ,01/05/2024,1500,2000,1700
Haryana,Kurukshetra,Thanesar,"Karbuja(Musk Melon)",Karbhuja,Medium,01/05/2024,1000,3000,2000
Haryana,Kurukshetra,Thanesar,Peach,Peach,Medium,01/05/2024,4000,5000,4500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Banana,"Banana - Ripe",Medium,01/05/2024,1500,1500,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,600,1000,800
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Karbuja(Musk Melon)",Karbhuja,Medium,01/05/2024,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Mango,Safeda,Medium,01/05/2024,4000,5000,4000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Onion,Onion,FAQ,01/05/2024,1000,1500,1100
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pumpkin,Pumpkin,FAQ,01/05/2024,500,500,500
Haryana,Mahendragarh-Narnaul,Narnaul,Cauliflower,Other,FAQ,01/05/2024,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Other,FAQ,01/05/2024,7000,10000,10000
Haryana,Mahendragarh-Narnaul,Narnaul,"Mousambi(Sweet Lime)",Other,Medium,01/05/2024,3000,4000,3500
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Other,Medium,01/05/2024,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Other,FAQ,01/05/2024,600,1800,1500
Haryana,Mahendragarh-Narnaul,Narnaul,"Sponge gourd",Other,FAQ,01/05/2024,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,"Tender Coconut",Other,Medium,01/05/2024,3000,4000,3500
Haryana,Mewat,FerozpurZirkha(Nagina),Tomato,Other,FAQ,01/05/2024,600,1000,800
Haryana,Panchkula,"New Grain Market , Panchkula",Apple,Apple,Large,01/05/2024,8500,9500,9000
Haryana,Panchkula,"Raipur Rai",Brinjal,Other,FAQ,01/05/2024,1000,1400,1000
Haryana,Panchkula,"Raipur Rai",Coriander(Leaves),Coriander,FAQ,01/05/2024,1400,1600,1400
Haryana,Panchkula,"Raipur Rai","Green Chilli",Other,FAQ,01/05/2024,1500,1600,1500
Haryana,Panchkula,"Raipur Rai",Onion,Other,FAQ,01/05/2024,1500,1800,1500
Haryana,Panipat,Madlauda,Onion,Other,FAQ,01/05/2024,2000,2000,2000
Haryana,Panipat,Madlauda,Tomato,Other,FAQ,01/05/2024,1000,1000,1000
Haryana,Panipat,Panipat,Banana,Other,Medium,01/05/2024,2000,2400,2200
Haryana,Panipat,Panipat,Cucumbar(Kheera),Other,FAQ,01/05/2024,800,1000,900
Haryana,Panipat,Panipat,Tomato,Other,FAQ,01/05/2024,800,1000,900
Haryana,Rohtak,Meham,Banana,Other,Medium,01/05/2024,1600,1600,1600
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,1000,1200,1100
Haryana,Rohtak,Meham,Spinach,Other,FAQ,01/05/2024,800,1000,900
Haryana,Rohtak,Meham,Tinda,Other,FAQ,01/05/2024,1000,1500,1200
Haryana,Sirsa,Ding,Mustard,Other,FAQ,01/05/2024,5650,5650,5650
Haryana,Sirsa,Ding,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Haryana,Sirsa,Sirsa,Cabbage,Cabbage,FAQ,01/05/2024,700,1000,800
Haryana,Sirsa,Sirsa,Onion,Other,FAQ,01/05/2024,1000,1750,1500
Haryana,Sonipat,Ganaur,Garlic,Average,FAQ,01/05/2024,10000,15000,12000
Haryana,Sonipat,Ganaur,"Long Melon(Kakri)",Other,FAQ,01/05/2024,2500,3000,2800
